,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW)
34116,11,13,5.0,0.0,24.4,0.68,23.4,13.17,4.81,1.53,721.027
34117,11,14,5.0,0.0,24.61,0.66,21.42,12.27,15.22,2.1,662.487
34118,11,15,5.0,0.0,24.9,0.8,20.42,11.37,14.3,2.56,545.32
34119,11,16,5.0,0.0,24.5,0.34,20.11,11.37,3.42,2.73,377.906
34120,11,17,5.0,0.0,24.11,0.21,22.33,12.72,4.81,2.16,140.607
34121,11,18,5.0,0.0,23.81,0.18,25.26,12.72,3.57,1.09,0.0
34122,11,19,5.0,0.0,23.65,0.04,26.17,11.82,2.49,0.5,0.0
34123,11,20,5.0,0.0,23.63,0.02,26.33,10.92,1.55,0.2,0.0
34124,11,21,5.0,0.0,23.69,0.08,27.14,10.02,6.21,0.0,0.0
34125,11,22,5.0,0.0,23.62,0.01,26.72,9.13,6.52,0.0,0.0
34126,11,23,5.0,0.0,23.59,0.0,24.56,5.08,6.68,0.0,0.0
34127,11,24,5.0,0.0,23.24,0.0,22.98,2.38,2.33,0.0,0.0
34128,11,1,6.0,0.0,21.52,0.0,24.36,2.38,0.0,0.0,0.0
34129,11,2,6.0,0.0,23.09,0.0,23.1,1.92,0.0,0.0,0.0
34130,11,3,6.0,0.0,23.88,0.0,25.36,2.37,0.0,0.0,0.0
34131,11,4,6.0,0.0,23.03,0.0,21.81,1.92,0.0,0.0,0.0
34132,11,5,6.0,0.0,23.06,0.0,22.02,3.27,0.0,0.0,0.0
34133,11,6,6.0,0.0,22.55,0.0,23.69,6.43,0.0,0.0,0.0
34134,11,7,6.0,0.0,22.41,0.0,24.8,6.88,2.37,0.0,0.0
34135,11,8,6.0,0.0,22.28,0.0,27.5,7.78,2.33,0.0,124.87
34136,11,9,6.0,0.0,23.16,0.0,28.93,9.13,5.14,0.0,343.947
34137,11,10,6.0,0.0,23.61,0.0,24.62,10.47,2.02,0.0,519.245
34138,11,11,6.0,0.0,23.82,0.0,21.83,12.72,1.55,0.39,621.126
34139,11,12,6.0,0.0,24.57,0.53,22.45,14.07,11.21,2.17,685.615
34140,11,13,6.0,0.0,24.93,0.76,20.93,13.17,4.82,2.7,689.384
34141,11,14,6.0,0.0,24.99,0.75,19.77,12.27,15.26,2.78,608.992
34142,11,15,6.0,0.0,25.24,0.88,19.17,11.37,14.32,3.13,537.33
34143,11,16,6.0,0.0,24.83,0.43,19.07,11.37,3.42,3.3,372.685
34144,11,17,6.0,0.0,24.41,0.3,20.07,12.72,4.83,2.64,140.851
34145,11,18,6.0,0.0,23.93,0.27,23.23,12.72,3.58,0.9,0.0
34146,11,19,6.0,0.0,23.71,0.1,25.46,11.82,2.49,0.41,0.0
34147,11,20,6.0,0.0,23.62,0.0,27.24,10.92,1.56,0.09,0.0
34148,11,21,6.0,0.0,23.61,0.0,29.12,10.02,6.22,0.0,0.0
34149,11,22,6.0,0.0,23.61,0.0,28.48,9.13,6.54,0.0,0.0
34150,11,23,6.0,0.0,23.14,0.0,27.19,5.08,6.69,0.0,0.0
34151,11,24,6.0,0.0,22.69,0.0,26.29,2.38,2.33,0.0,0.0
34152,11,1,7.0,0.0,20.61,0.0,29.21,2.38,0.0,0.0,0.0
34153,11,2,7.0,0.0,22.78,0.0,26.64,1.92,0.0,0.0,0.0
34154,11,3,7.0,0.0,23.72,0.0,29.28,2.37,0.0,0.0,0.0
34155,11,4,7.0,0.0,23.0,0.0,24.12,1.92,0.0,0.0,0.0
34156,11,5,7.0,0.0,23.05,0.0,22.66,3.27,0.0,0.0,0.0
34157,11,6,7.0,0.0,22.16,0.0,23.6,6.41,0.0,0.0,0.0
34158,11,7,7.0,0.0,21.82,0.0,24.02,6.88,0.0,0.0,0.0
34159,11,8,7.0,0.0,22.17,0.0,29.18,7.78,2.39,0.0,116.663
34160,11,9,7.0,0.0,23.18,0.0,30.38,9.13,2.34,0.0,317.861
34161,11,10,7.0,0.0,23.89,0.0,25.51,10.47,2.34,0.27,492.382
34162,11,11,7.0,0.0,24.21,0.0,25.14,12.72,1.56,1.97,596.01
34163,11,12,7.0,0.0,25.09,0.52,30.42,14.07,11.23,4.49,649.786
34164,11,13,7.0,0.0,25.76,0.9,31.35,13.17,9.36,5.71,661.079
34165,11,14,7.0,0.0,25.82,0.83,29.92,12.27,15.29,6.09,608.926
34166,11,15,7.0,0.0,25.85,0.89,29.54,11.37,14.35,6.09,498.857
34167,11,16,7.0,0.0,25.4,0.47,28.82,11.37,3.9,5.92,334.618
34168,11,17,7.0,0.0,24.94,0.28,29.19,12.72,3.89,5.32,114.547
34169,11,18,7.0,0.0,24.27,0.26,31.65,12.72,3.59,3.71,0.0
34170,11,19,7.0,0.0,23.75,0.13,34.4,11.82,2.49,1.81,0.0
34171,11,20,7.0,0.0,23.7,0.09,35.09,10.92,1.56,0.59,0.0
34172,11,21,7.0,0.0,23.74,0.13,35.29,10.02,6.24,0.01,0.0
34173,11,22,7.0,0.0,23.63,0.02,34.99,9.13,6.55,0.0,0.0
34174,11,23,7.0,0.0,23.62,0.01,34.9,5.08,6.7,0.0,0.0
34175,11,24,7.0,0.0,23.02,0.0,33.75,2.38,0.0,0.0,0.0
34176,11,1,1.0,0.0,21.32,0.0,35.25,2.38,0.0,0.0,0.0
34177,11,2,1.0,0.0,23.49,0.0,32.22,1.92,0.0,0.0,0.0
34178,11,3,1.0,0.0,24.16,0.0,35.0,2.37,0.0,0.0,0.0
34179,11,4,1.0,0.0,23.23,0.0,32.4,1.92,0.0,0.0,0.0
34180,11,5,1.0,0.0,22.93,0.0,32.57,3.27,0.0,0.0,0.0
34181,11,6,1.0,0.0,22.69,0.0,34.47,6.41,0.0,0.0,0.0
34182,11,7,1.0,0.0,22.88,0.0,32.94,6.88,0.0,0.0,0.0
34183,11,8,1.0,0.0,23.31,0.0,33.88,7.78,2.41,0.0,106.256
34184,11,9,1.0,0.0,23.61,0.0,34.67,9.13,2.35,0.0,318.206
34185,11,10,1.0,0.0,23.77,0.0,34.12,10.47,2.35,0.0,485.944
34186,11,11,1.0,0.0,23.92,0.0,33.88,12.72,1.57,1.13,610.532
34187,11,12,1.0,0.0,24.65,0.52,33.92,14.07,11.25,3.25,666.39
34188,11,13,1.0,0.0,25.39,0.9,32.05,13.17,9.38,4.65,670.599
34189,11,14,1.0,0.0,25.58,0.83,29.35,12.27,15.32,5.22,613.642
34190,11,15,1.0,0.0,25.73,0.87,28.2,11.37,14.38,5.48,514.993
34191,11,16,1.0,0.0,25.27,0.43,28.48,11.37,3.91,5.49,352.993
34192,11,17,1.0,0.0,24.73,0.23,31.74,12.72,3.91,4.93,128.82
34193,11,18,1.0,0.0,24.42,0.19,32.18,12.72,3.59,4.23,0.0
34194,11,19,1.0,0.0,24.22,0.04,28.76,11.82,2.49,3.68,0.0
34195,11,20,1.0,0.0,24.04,0.01,28.0,10.92,1.57,3.21,0.0
34196,11,21,1.0,0.0,23.87,0.07,30.18,10.02,6.25,2.79,0.0
34197,11,22,1.0,0.0,23.63,0.01,32.04,9.13,6.57,1.66,0.0
34198,11,23,1.0,0.0,23.62,0.01,31.08,5.08,6.72,0.0,0.0
34199,11,24,1.0,0.0,23.18,0.0,29.72,2.38,0.0,0.0,0.0
34200,11,1,8.0,0.0,21.45,0.0,32.16,2.38,0.0,0.0,0.0
34201,11,2,8.0,0.0,23.27,0.0,29.56,1.92,0.0,0.0,0.0
34202,11,3,8.0,0.0,24.14,0.0,32.21,2.37,0.0,0.0,0.0
34203,11,4,8.0,0.0,23.17,0.0,28.87,1.92,0.0,0.0,0.0
34204,11,5,8.0,0.0,22.85,0.0,29.23,3.27,0.0,0.0,0.0
34205,11,6,8.0,0.0,21.9,0.0,29.53,6.41,0.0,0.0,0.0
34206,11,7,8.0,0.0,21.87,0.0,28.67,6.88,0.0,0.0,0.0
34207,11,8,8.0,0.0,22.52,0.0,30.95,7.78,2.41,0.0,114.572
34208,11,9,8.0,0.0,23.5,0.0,30.92,9.13,2.35,0.0,330.779
34209,11,10,8.0,0.0,23.9,0.0,28.63,10.47,2.35,0.16,504.102
34210,11,11,8.0,0.0,24.24,0.0,25.4,12.72,1.57,1.99,617.001
34211,11,12,8.0,0.0,24.96,0.5,25.79,14.07,11.28,3.75,677.158
34212,11,13,8.0,0.0,25.46,0.88,25.94,13.17,9.4,4.31,691.902
34213,11,14,8.0,0.0,25.54,0.81,23.32,12.27,15.35,4.5,639.593
34214,11,15,8.0,0.0,25.53,0.84,21.99,11.37,14.42,4.28,543.889
34215,11,16,8.0,0.0,24.93,0.4,21.41,11.37,3.92,3.91,367.67
34216,11,17,8.0,0.0,24.5,0.19,21.82,12.72,3.92,3.53,134.023
34217,11,18,8.0,0.0,24.1,0.16,23.85,12.72,3.6,2.74,0.0
34218,11,19,8.0,0.0,23.66,0.02,26.15,11.82,2.5,1.1,0.0
34219,11,20,8.0,0.0,23.62,0.01,26.68,10.92,1.57,0.05,0.0
34220,11,21,8.0,0.0,23.64,0.03,28.22,10.02,6.26,0.0,0.0
34221,11,22,8.0,0.0,23.61,0.0,28.58,9.13,6.58,0.0,0.0
34222,11,23,8.0,0.0,23.12,0.0,27.41,5.08,6.73,0.0,0.0
34223,11,24,8.0,0.0,22.55,0.0,25.65,2.38,0.0,0.0,0.0
34224,11,1,3.0,0.0,20.66,0.0,28.17,2.38,0.0,0.0,0.0
34225,11,2,3.0,0.0,22.78,0.0,25.65,1.92,0.0,0.0,0.0
34226,11,3,3.0,0.0,23.68,0.0,28.48,2.37,0.0,0.0,0.0
34227,11,4,3.0,0.0,23.1,0.0,24.74,1.92,0.0,0.0,0.0
34228,11,5,3.0,0.0,23.36,0.0,24.81,3.27,0.0,0.0,0.0
34229,11,6,3.0,0.0,22.84,0.0,27.81,6.43,0.0,0.0,0.0
34230,11,7,3.0,0.0,22.84,0.0,30.41,6.88,2.41,0.0,0.0
34231,11,8,3.0,0.0,23.1,0.0,35.42,7.78,2.36,0.0,105.484
34232,11,9,3.0,0.0,23.7,0.0,39.47,9.13,5.17,0.2,316.738
34233,11,10,3.0,0.0,24.25,0.0,37.8,10.47,2.04,2.18,481.104
34234,11,11,3.0,0.0,24.8,0.0,36.77,12.72,1.57,5.31,589.446
34235,11,12,3.0,0.0,25.59,0.59,39.3,14.07,11.3,11.96,640.031
34236,11,13,3.0,0.0,25.84,0.84,38.66,13.17,4.87,18.24,650.002
34237,11,14,3.0,0.0,25.85,0.85,38.05,12.27,15.38,20.69,611.521
34238,11,15,3.0,0.0,25.96,0.96,37.82,11.37,14.44,19.55,498.269
34239,11,16,3.0,0.0,25.53,0.53,38.57,11.37,3.45,16.59,339.676
34240,11,17,3.0,0.0,25.36,0.4,41.95,12.72,4.87,9.92,120.24
34241,11,18,3.0,0.0,25.09,0.37,43.67,12.72,3.61,7.62,0.0
34242,11,19,3.0,0.0,24.58,0.22,45.75,11.82,2.51,6.68,0.0
34243,11,20,3.0,0.0,24.16,0.04,46.02,10.92,1.57,5.78,0.0
34244,11,21,3.0,0.0,24.14,0.06,45.67,10.02,6.28,5.82,0.0
34245,11,22,3.0,0.0,24.01,0.01,47.41,9.13,6.59,5.71,0.0
34246,11,23,3.0,0.0,23.95,0.01,49.15,5.08,6.75,3.36,0.0
34247,11,24,3.0,0.0,23.83,0.01,49.83,2.38,2.35,2.44,0.0
34248,11,1,4.0,0.0,23.94,0.0,49.62,2.38,0.0,0.0,0.0
34249,11,2,4.0,0.0,24.81,0.0,48.3,1.92,0.0,0.0,0.0
34250,11,3,4.0,0.0,25.25,0.0,51.21,2.37,0.0,0.0,0.0
34251,11,4,4.0,0.0,24.25,0.09,46.84,1.92,0.0,0.28,0.0
34252,11,5,4.0,0.0,24.18,0.0,46.81,3.27,0.0,0.01,0.0
34253,11,6,4.0,0.0,23.77,0.0,49.46,6.43,0.0,0.19,0.0
34254,11,7,4.0,0.0,23.61,0.01,50.31,6.88,2.39,0.0,0.0
34255,11,8,4.0,0.0,23.82,0.01,50.45,7.78,2.36,0.32,102.115
34256,11,9,4.0,0.0,24.32,0.0,48.58,9.13,5.19,4.15,231.448
34257,11,10,4.0,0.0,24.92,0.0,45.28,10.47,2.05,8.91,372.615
34258,11,11,4.0,0.0,25.0,0.0,44.3,12.72,1.57,18.26,559.45
34259,11,12,4.0,0.0,25.69,0.69,45.51,14.07,11.33,21.36,593.715
34260,11,13,4.0,0.0,25.95,0.95,44.35,13.17,4.88,22.73,451.483
34261,11,14,4.0,0.0,25.95,0.95,43.29,12.27,15.41,26.03,481.16
34262,11,15,4.0,0.0,26.04,1.04,42.66,11.37,14.47,24.23,324.271
34263,11,16,4.0,0.0,25.63,0.63,43.25,11.37,3.46,22.65,307.794
34264,11,17,4.0,0.0,25.49,0.49,45.78,12.72,4.87,21.69,97.1621
34265,11,18,4.0,0.0,25.44,0.44,48.41,12.72,3.61,16.76,0.0
34266,11,19,4.0,0.0,25.23,0.3,49.45,11.82,2.52,10.18,0.0
34267,11,20,4.0,0.0,25.0,0.26,49.7,10.92,1.57,9.41,0.0
34268,11,21,4.0,0.0,24.91,0.31,51.07,10.02,6.29,9.38,0.0
34269,11,22,4.0,0.0,24.52,0.17,52.8,9.13,6.6,9.15,0.0
34270,11,23,4.0,0.0,24.13,0.01,54.25,5.08,6.77,5.3,0.0
34271,11,24,4.0,0.0,24.03,0.02,55.21,2.38,2.35,3.88,0.0
34272,11,1,5.0,0.0,24.6,0.0,56.16,2.38,0.0,0.0,0.0
34273,11,2,5.0,0.0,25.39,0.0,54.95,1.92,0.0,0.0,0.0
34274,11,3,5.0,0.0,25.75,0.0,57.43,2.37,0.0,0.0,0.0
34275,11,4,5.0,0.0,24.75,0.3,53.01,1.92,0.0,1.14,0.0
34276,11,5,5.0,0.0,24.74,0.25,53.2,3.27,0.0,0.43,0.0
34277,11,6,5.0,0.0,24.53,0.02,56.14,6.43,0.0,1.59,0.0
34278,11,7,5.0,0.0,24.51,0.02,56.78,6.88,2.4,2.96,0.0
34279,11,8,5.0,0.0,24.73,0.01,56.72,7.78,2.37,4.6,95.2949
34280,11,9,5.0,0.0,25.0,0.0,57.01,9.13,5.2,13.61,239.801
34281,11,10,5.0,0.0,25.01,0.01,52.89,10.47,2.05,23.03,146.585
34282,11,11,5.0,0.0,25.01,0.01,50.75,12.72,1.57,24.44,197.396
34283,11,12,5.0,0.0,25.69,0.69,50.54,14.07,11.35,29.07,185.136
34284,11,13,5.0,0.0,25.92,0.92,50.15,13.17,4.89,29.47,394.611
34285,11,14,5.0,0.0,25.97,0.97,48.65,12.27,15.45,25.69,384.945
34286,11,15,5.0,0.0,26.02,1.02,46.24,11.37,14.5,22.11,346.682
34287,11,16,5.0,0.0,25.6,0.6,46.16,11.37,3.47,16.07,292.145
34288,11,17,5.0,0.0,25.4,0.45,48.4,12.72,4.88,10.51,86.2869
34289,11,18,5.0,0.0,25.12,0.41,50.15,12.72,3.62,9.23,0.0
34290,11,19,5.0,0.0,24.75,0.27,51.02,11.82,2.52,8.38,0.0
34291,11,20,5.0,0.0,24.31,0.22,50.76,10.92,1.57,6.67,0.0
34292,11,21,5.0,0.0,24.25,0.26,50.77,10.02,6.3,6.56,0.0
34293,11,22,5.0,0.0,24.03,0.12,51.76,9.13,6.61,6.76,0.0
34294,11,23,5.0,0.0,23.7,0.01,50.26,5.08,6.78,2.23,0.0
34295,11,24,5.0,0.0,23.58,0.0,45.84,2.38,2.36,1.01,0.0
34296,12,1,6.0,0.0,23.46,0.0,42.77,2.38,0.0,0.0,0.0
34297,12,2,6.0,0.0,24.57,0.0,40.93,1.92,0.0,0.0,0.0
34298,12,3,6.0,0.0,25.06,0.0,43.92,2.37,0.0,0.0,0.0
34299,12,4,6.0,0.0,23.85,0.0,39.93,1.92,0.0,0.12,0.0
34300,12,5,6.0,0.0,24.28,0.26,39.61,3.27,0.0,0.1,0.0
34301,12,6,6.0,0.0,23.68,0.04,41.71,6.43,0.0,0.25,0.0
34302,12,7,6.0,0.0,23.62,0.01,41.57,6.88,2.43,0.0,0.0
34303,12,8,6.0,0.0,23.61,0.0,42.88,7.78,2.37,0.0,93.2241
34304,12,9,6.0,0.0,23.8,0.0,44.14,9.13,5.21,0.8,289.13
34305,12,10,6.0,0.0,24.1,0.0,42.57,10.47,2.05,2.21,460.109
34306,12,11,6.0,0.0,24.4,0.0,41.08,12.72,1.58,4.53,579.311
34307,12,12,6.0,0.0,25.18,0.63,41.87,14.07,11.37,5.79,635.06
34308,12,13,6.0,0.0,25.75,0.88,39.46,13.17,4.9,6.99,639.317
34309,12,14,6.0,0.0,25.87,0.87,35.29,12.27,15.47,9.87,598.934
34310,12,15,6.0,0.0,25.97,0.97,32.17,11.37,14.54,11.45,489.312
34311,12,16,6.0,0.0,25.53,0.53,32.22,11.37,3.48,11.54,332.298
34312,12,17,6.0,0.0,25.34,0.39,35.16,12.72,4.89,8.11,114.442
34313,12,18,6.0,0.0,24.9,0.36,38.06,12.72,3.63,6.04,0.0
34314,12,19,6.0,0.0,24.35,0.21,40.06,11.82,2.53,4.96,0.0
34315,12,20,6.0,0.0,23.8,0.03,40.77,10.92,1.57,3.66,0.0
34316,12,21,6.0,0.0,23.68,0.04,41.37,10.02,6.32,3.46,0.0
34317,12,22,6.0,0.0,23.63,0.01,42.02,9.13,6.63,2.56,0.0
34318,12,23,6.0,0.0,23.62,0.01,42.79,5.08,6.79,0.04,0.0
34319,12,24,6.0,0.0,23.48,0.0,44.61,2.38,2.37,0.49,0.0
34320,12,1,7.0,0.0,23.17,0.0,46.75,2.38,0.0,0.0,0.0
34321,12,2,7.0,0.0,24.35,0.0,45.47,1.92,0.0,0.0,0.0
34322,12,3,7.0,0.0,24.93,0.0,48.51,2.37,0.0,0.0,0.0
34323,12,4,7.0,0.0,24.0,0.0,43.67,1.92,0.0,0.2,0.0
34324,12,5,7.0,0.0,23.98,0.0,43.68,3.27,0.0,0.0,0.0
34325,12,6,7.0,0.0,23.53,0.0,46.91,6.41,0.0,0.07,0.0
34326,12,7,7.0,0.0,23.46,0.0,45.67,6.88,0.0,0.0,0.0
34327,12,8,7.0,0.0,23.58,0.0,46.11,7.78,2.43,0.0,97.9241
34328,12,9,7.0,0.0,23.62,0.01,46.97,9.13,2.38,0.0,227.636
34329,12,10,7.0,0.0,23.62,0.01,46.7,10.47,2.37,0.0,100.729
34330,12,11,7.0,0.0,23.6,0.01,46.3,12.72,1.58,0.29,140.691
34331,12,12,7.0,0.0,24.13,0.52,46.47,14.07,11.39,2.13,160.43
34332,12,13,7.0,0.0,24.47,0.86,46.47,13.17,9.49,2.87,169.958
34333,12,14,7.0,0.0,24.35,0.73,45.2,12.27,15.5,2.6,152.367
34334,12,15,7.0,0.0,24.34,0.73,44.71,11.37,14.57,2.13,221.234
34335,12,16,7.0,0.0,23.89,0.29,45.46,11.37,3.95,2.04,329.19
34336,12,17,7.0,0.0,23.68,0.08,46.79,12.72,3.96,2.02,104.054
34337,12,18,7.0,0.0,23.69,0.08,47.24,12.72,3.63,1.74,0.0
34338,12,19,7.0,0.0,23.62,0.01,46.62,11.82,2.53,1.17,0.0
34339,12,20,7.0,0.0,23.63,0.02,45.43,10.92,1.58,0.78,0.0
34340,12,21,7.0,0.0,23.68,0.06,43.61,10.02,6.32,0.2,0.0
34341,12,22,7.0,0.0,23.62,0.01,41.65,9.13,6.65,0.0,0.0
34342,12,23,7.0,0.0,23.52,0.0,39.64,5.08,6.81,0.0,0.0
34343,12,24,7.0,0.0,23.03,0.0,36.61,2.38,0.0,0.0,0.0
34344,12,1,1.0,0.0,21.68,0.0,39.36,2.38,0.0,0.0,0.0
34345,12,2,1.0,0.0,23.49,0.0,37.15,1.92,0.0,0.0,0.0
34346,12,3,1.0,0.0,24.14,0.0,39.63,2.37,0.0,0.0,0.0
34347,12,4,1.0,0.0,23.14,0.0,37.4,1.92,0.0,0.0,0.0
34348,12,5,1.0,0.0,23.06,0.0,37.5,3.27,0.0,0.0,0.0
34349,12,6,1.0,0.0,23.01,0.0,42.26,6.41,0.0,0.05,0.0
34350,12,7,1.0,0.0,22.95,0.0,43.2,6.88,0.0,0.0,0.0
34351,12,8,1.0,0.0,23.28,0.0,45.2,7.78,2.44,0.0,88.811
34352,12,9,1.0,0.0,23.72,0.0,46.94,9.13,2.38,0.08,233.881
34353,12,10,1.0,0.0,24.05,0.0,43.68,10.47,2.38,1.89,312.319
34354,12,11,1.0,0.0,24.53,0.0,41.78,12.72,1.58,4.93,486.59
34355,12,12,1.0,0.0,25.5,0.56,42.62,14.07,11.42,7.86,590.383
34356,12,13,1.0,0.0,25.89,0.89,41.19,13.17,9.52,10.03,636.948
34357,12,14,1.0,0.0,25.83,0.83,38.34,12.27,15.54,10.39,590.021
34358,12,15,1.0,0.0,25.87,0.87,37.95,11.37,14.59,9.3,489.806
34359,12,16,1.0,0.0,25.39,0.43,36.99,11.37,3.97,7.38,328.61
34360,12,17,1.0,0.0,24.89,0.22,36.35,12.72,3.96,6.29,108.049
34361,12,18,1.0,0.0,24.44,0.18,35.43,12.72,3.65,5.05,0.0
34362,12,19,1.0,0.0,24.01,0.04,35.05,11.82,2.53,3.92,0.0
34363,12,20,1.0,0.0,23.78,0.01,36.42,10.92,1.59,3.32,0.0
34364,12,21,1.0,0.0,23.68,0.06,38.19,10.02,6.33,2.85,0.0
34365,12,22,1.0,0.0,23.62,0.01,38.37,9.13,6.66,1.7,0.0
34366,12,23,1.0,0.0,23.62,0.01,38.24,5.08,6.82,0.0,0.0
34367,12,24,1.0,0.0,23.45,0.0,38.32,2.38,0.0,0.04,0.0
34368,12,1,2.0,0.0,22.6,0.0,40.33,2.38,0.0,0.0,0.0
34369,12,2,2.0,0.0,23.81,0.0,38.52,1.92,0.0,0.0,0.0
34370,12,3,2.0,0.0,24.5,0.0,40.82,2.37,0.0,0.0,0.0
34371,12,4,2.0,0.0,23.51,0.0,37.98,1.92,0.0,0.03,0.0
34372,12,5,2.0,0.0,23.08,0.0,38.15,3.27,0.0,0.0,0.0
34373,12,6,2.0,0.0,22.71,0.0,42.25,6.43,0.0,0.0,0.0
34374,12,7,2.0,0.0,23.31,0.0,45.16,6.88,2.44,0.0,0.0
34375,12,8,2.0,0.0,23.73,0.0,49.87,7.78,2.38,0.0,87.7596
34376,12,9,2.0,0.0,24.44,0.0,49.74,9.13,5.24,4.12,152.505
34377,12,10,2.0,0.0,25.0,0.0,45.92,10.47,2.06,8.35,201.572
34378,12,11,2.0,0.0,25.01,0.01,45.09,12.72,1.59,15.09,240.644
34379,12,12,2.0,0.0,25.58,0.58,46.23,14.07,11.44,21.9,101.74
34380,12,13,2.0,0.0,25.8,0.8,47.08,13.17,4.92,28.36,247.271
34381,12,14,2.0,0.0,25.79,0.79,46.7,12.27,15.56,31.85,339.554
34382,12,15,2.0,0.0,25.91,0.91,43.67,11.37,14.62,28.11,419.322
34383,12,16,2.0,0.0,25.51,0.51,43.04,11.37,3.5,23.08,311.686
34384,12,17,2.0,0.0,25.37,0.37,46.19,12.72,4.92,20.9,100.592
34385,12,18,2.0,0.0,25.35,0.35,48.36,12.72,3.66,15.76,0.0
34386,12,19,2.0,0.0,25.21,0.21,50.08,11.82,2.54,12.42,0.0
34387,12,20,2.0,0.0,25.12,0.18,50.13,10.92,1.59,10.44,0.0
34388,12,21,2.0,0.0,25.02,0.23,51.0,10.02,6.35,10.27,0.0
34389,12,22,2.0,0.0,24.8,0.1,52.22,9.13,6.67,10.75,0.0
34390,12,23,2.0,0.0,24.63,0.01,53.38,5.08,6.83,7.34,0.0
34391,12,24,2.0,0.0,24.54,0.02,54.46,2.38,2.38,5.72,0.0
34392,12,1,3.0,0.0,25.19,0.0,54.61,2.38,0.0,0.0,0.0
34393,12,2,3.0,0.0,25.6,0.0,55.47,1.92,0.0,0.0,0.0
34394,12,3,3.0,0.0,25.77,0.0,60.59,2.37,0.0,0.0,0.0
34395,12,4,3.0,0.0,24.81,0.3,54.28,1.92,0.0,1.6,0.0
34396,12,5,3.0,0.0,25.0,0.47,52.29,3.27,0.0,4.56,0.0
34397,12,6,3.0,0.0,24.66,0.08,53.62,6.43,0.0,6.81,0.0
34398,12,7,3.0,0.0,24.62,0.02,55.09,6.88,2.44,6.1,0.0
34399,12,8,3.0,0.0,24.9,0.01,56.61,7.78,2.38,5.83,77.16
34400,12,9,3.0,0.0,25.0,0.0,55.43,9.13,5.25,17.61,203.531
34401,12,10,3.0,0.0,25.0,0.0,51.51,10.47,2.07,26.06,423.948
34402,12,11,3.0,0.0,25.0,0.0,48.39,12.72,1.59,29.46,472.581
34403,12,12,3.0,0.0,25.71,0.71,47.05,14.07,11.46,37.23,385.655
34404,12,13,3.0,0.0,26.01,1.01,44.96,13.17,4.93,42.61,516.819
34405,12,14,3.0,0.0,25.98,0.99,43.99,12.27,15.6,41.59,482.457
34406,12,15,3.0,0.0,26.08,1.08,44.99,11.37,14.64,35.03,313.819
34407,12,16,3.0,0.0,25.63,0.63,45.38,11.37,3.5,29.4,243.193
34408,12,17,3.0,0.0,25.42,0.48,48.77,12.72,4.93,18.96,66.6487
34409,12,18,3.0,0.0,25.03,0.37,53.98,12.72,3.66,10.01,0.0
34410,12,19,3.0,0.0,24.74,0.21,52.94,11.82,2.55,8.76,0.0
34411,12,20,3.0,0.0,24.04,0.03,49.46,10.92,1.59,5.19,0.0
34412,12,21,3.0,0.0,23.68,0.06,46.79,10.02,6.37,2.9,0.0
34413,12,22,3.0,0.0,23.62,0.01,43.82,9.13,6.68,1.45,0.0
34414,12,23,3.0,0.0,23.62,0.01,41.62,5.08,6.85,0.0,0.0
34415,12,24,3.0,0.0,23.43,0.0,39.93,2.38,2.39,0.03,0.0
34416,12,1,4.0,0.0,22.61,0.0,39.74,2.38,0.0,0.0,0.0
34417,12,2,4.0,0.0,23.94,0.0,37.82,1.92,0.0,0.0,0.0
34418,12,3,4.0,0.0,24.4,0.0,41.23,2.37,0.0,0.0,0.0
34419,12,4,4.0,0.0,23.28,0.0,36.12,1.92,0.0,0.0,0.0
34420,12,5,4.0,0.0,23.03,0.0,35.64,3.27,0.0,0.0,0.0
34421,12,6,4.0,0.0,22.13,0.0,33.37,6.43,0.0,0.0,0.0
34422,12,7,4.0,0.0,22.15,0.0,31.88,6.88,2.45,0.0,0.0
34423,12,8,4.0,0.0,22.29,0.0,32.6,7.78,2.39,0.0,0.0
34424,12,9,4.0,0.0,22.59,0.0,33.13,9.13,5.26,0.0,0.960071
34425,12,10,4.0,0.0,22.68,0.0,32.33,10.47,2.07,0.0,43.3142
34426,12,11,4.0,0.0,22.89,0.0,30.79,12.72,1.59,0.0,26.0951
34427,12,12,4.0,0.0,23.74,0.13,31.13,14.07,11.48,0.0,48.5257
34428,12,13,4.0,0.0,24.0,0.39,32.27,13.17,4.94,0.0,121.892
34429,12,14,4.0,0.0,24.01,0.4,32.47,12.27,15.63,0.0,137.824
34430,12,15,4.0,0.0,24.06,0.45,31.41,11.37,14.67,0.0,57.4316
34431,12,16,4.0,0.0,23.63,0.02,31.47,11.37,3.51,0.0,8.78737
34432,12,17,4.0,0.0,23.51,0.0,30.01,12.72,4.94,0.0,0.0
34433,12,18,4.0,0.0,23.51,0.0,28.61,12.72,3.67,0.0,0.0
34434,12,19,4.0,0.0,23.39,0.0,28.3,11.82,2.55,0.0,0.0
34435,12,20,4.0,0.0,23.39,0.0,27.91,10.92,1.59,0.0,0.0
34436,12,21,4.0,0.0,23.49,0.0,27.6,10.02,6.38,0.0,0.0
34437,12,22,4.0,0.0,23.35,0.0,26.87,9.13,6.69,0.0,0.0
